PRICE,MARKET VALUE,DIVIDEND YIELD,PER,PRICE INDEX,12M FWD DIVIDEND YIELD (%),12 MONTH FORWARD EARN. YIELD,CURRENT EV / 12M FWD EBIT,CURRENT EV / 12M FWD EBITDA,CURRENT EV / 12M FWD SALES,12M FWD FREE CASH FLOW YLD (%),12M FWD NET DEBT / EBITDA,12M FWD NET DEBT / EV,12M FWD PE vs MARKET,12M FWD PE vs SECTOR,12M FWD PRICE/BOOK,ADJUSTMENTFACTOR,ADJUST COEFFICIENT,DIV PAY DATE,EX-DIVID DATE,DIV.PER SHR.,DIV RATE UNADJUST,DIVIDEND TAX IND,DIVIDEND TYPE,DIV RATE UNADJUST,EARNINGS PER SHR,#ERROR,HISTORICAL VOLATILITY 5 YEARS,MARKET VAL BY CO.,#ERROR,ASK PRICE,BID PRICE,PRICE HIGH,PRICE LOW,#ERROR,OPENING PRICE,RETURN IND AS PAID,TOT RETURN IND,TURNOVER BY VALUE,TURNOVER BY VOLUME,UNADJ. PRICE OPEN,UNADJUSTED PRICE,UNADJ. ASK PRICE,UNADJ. BID PRICE,UNADJ. PRICE HIGH,UNADJ. PRICE LOW,UNADJ. VOLUME,VOL WGHTD AV PRICE,BK VAL PS 12M FWD,EV 12M FWD,NET INCOME 12M FWD,PRETAX PRF 12M FWD,ROE 12M FWD,SALES 12M FWD,TURNOVER BY VOLUME,#ERROR,#ERROR,PRICE/EBG2 RATIO,PRICE/EBG1 RATIO,P/CSH FLOW RATIO,PRICE TO BOOK VAL,, (#S), (#T),NUMBER OF SHARES,MARKET VALUE,PRICE INDEX,FREE FLOAT NOSH,#ERROR,TOTAL INTANGIBLE OT ASSETS-NET,TOTAL INVENTORIES,CURRENT ASSETSTOTAL,TOTAL INVENTORIES,CASH & SHORT TERM INVESTMENTS,PLASTICRECEIVABLES(NET),#ERROR,PLASTICSHORT TERM DEBT & CURRENT PORT,PLASTICCURRENT LIABILITIES-TOTAL,PLASTICWORKING CAPITAL,PLASTICLONG TERM DEBT,PLASTICTOTAL DEBT,PLASTICDEFERRED TAXES,#ERROR,PLASTICCOMMON STOCK,PLASTICPREFERRED STOCK,PLASTICTOTAL CAPITAL,PLASTICFUNDS FROM OPERATIONS,PLASTICNET CASH FLOW-OPERATING ACTIVS,PLASTICAMORTIZATION-INTANGIBLE ASSETS,#ERROR,PLASTICCOMMON DIVIDENDS (CASH),PLASTICCASH DIVIDENDS PAIDTOTAL,PLASTICNET PROCEEDS FROM SALE/ISSUE C,PLASTICNET CASH FLOWFINANCING,PLASTICINCREASE/DECREASE IN CASH/SHOR,PLASTICNET SALES OR REVENUES,#ERROR,"PLASTICSELLING, GENERAL & ADMINISTRAT",PLASTICDEPRECIATION/DEPLETION/AMORT,PLASTICAMORTIZATION OF INTANGIBLES,PLASTICAMORTIZATION OF DEFERRED CHARG,PLASTICOPERATING INCOME,PLASTICINTEREST EXPENSE ON DEBT,#ERROR,#ERROR,PLASTICSALARIES & BENEFITS EXPENSES,PLASTICEXTRAORDINARY CREDITPRETAX,PLASTICEXTRAORDINARY CHARGEPRETAX,PLASTICPRETAX INCOME,PLASTICINCOME TAXES,#ERROR,PLASTICNET INC BEFORE EXTRA/PFD DIVS,PLASTICPREFERRED DIVIDEND REQUIREMENT,PLASTICDIVIDENDS PROVIDED/PAID-COMMON,PLASTICEARNINGS BEF INTEREST & TAXES,PLASTICEBIT & DEPRECIATION,PLASTICNET INCOMEBASIC,#ERROR,PLASTICEMPLOYEES,PLASTICFY1 EPS MEAN EST,PLASTICFY2 EPS MEAN EST
58.97,563088.1,6.34,10.4,843.6,4.34,6.117,29.061,15.612,1.854,5.798,1.119,0.081,1.22,1.1,1.611,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2312,563088.1,,71,70.9,58.97,58.47,,58.89,2186.66,2186.66,766327,10831.4,70.9,71,71,70.9,71,70.4,10831.4,70.74,44.08,510347800,35013090,42044640,10.05,311566300,1000,NA,NA,NA,NA,9.5,1.58,1,71,71,7930818,1000000,10031.49,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.38,4.49
59.05,563881.2,6.33,10.4,844.8,4.34,6.117,29.101,15.633,1.857,5.79,1.119,0.081,1.22,1.1,1.613,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2311,563881.2,,71.1,71,59.05,58.39,,58.81,2189.74,2189.74,695550,9835.9,70.8,71.1,71.1,71,71.1,70.3,9835.9,70.72,44.08,510347800,35013090,42044640,10.05,311566300,1000,NA,NA,NA,NA,9.51,1.59,1,71.1,71.1,7930818,1000000,10013.67,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.38,4.49
59.3,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2311,566260.3,,71.4,71,59.3,58.39,,58.56,2198.97,2198.97,598526,8432.8,70.5,71.4,71.4,71,71.4,70.3,8432.8,70.98,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,71.4,71.4,7930818,1000000,9969.45,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
58.72,560708.8,6.36,10.3,840.1,4.593,6.292,28.342,15.42,1.858,5.567,1.173,0.087,1.15,1.11,1.615,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.231,560708.8,,70.8,70.7,59.05,58.64,,58.97,2177.42,2177.42,522802,7382.3,71,70.7,70.8,70.7,71.1,70.6,7382.3,70.82,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.46,1.58,1,70.7,70.7,7930818,1000000,9947.62,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.3,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2309,566260.3,,71.4,71.3,59.47,58.56,,58.64,2198.97,2198.97,519670,7289.7,70.6,71.4,71.4,71.3,71.6,70.5,7289.7,71.29,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,71.4,71.4,7930818,1000000,9997.26,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
58.81,561501.9,6.36,10.3,841.2,4.593,6.292,28.381,15.441,1.861,5.559,1.173,0.087,1.15,1.11,1.617,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2309,561501.9,,70.9,70.8,59.39,58.81,,59.05,2180.5,2180.5,376347,5292.6,71.1,70.8,70.9,70.8,71.5,70.8,5292.6,71.11,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.47,1.58,1,70.8,70.8,7930818,1000000,10007.84,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
58.89,562294.9,6.35,10.3,842.4,4.593,6.292,28.42,15.462,1.863,5.551,1.173,0.087,1.15,1.11,1.62,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2308,562294.9,,71,70.9,59.05,58.81,,58.97,2183.58,2183.58,343009,4836.1,71,70.9,71,70.9,71.1,70.8,4836.1,70.93,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.48,1.58,1,70.9,70.9,7930818,1000000,10044.42,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.3,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2307,566260.3,,71.4,71.3,59.47,58.81,,58.89,2198.97,2198.97,515618,7226.8,70.9,71.4,71.4,71.3,71.6,70.8,7226.8,71.35,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,71.4,71.4,7930818,1000000,10108.49,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.3,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2305,566260.3,,71.4,71.3,59.55,59.05,,59.3,2198.97,2198.97,478684,6705.8,71.4,71.4,71.4,71.3,71.7,71.1,6705.8,71.38,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,71.4,71.4,7930818,1000000,10101.95,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
#N/A,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2304,566260.3,,NA,NA,#N/A,#N/A,,#N/A,2198.97,2198.97,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,NA,71.4,7930818,1000000,10101.95,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
#N/A,566260.3,6.3,10.4,848.4,4.593,6.292,28.615,15.568,1.876,5.512,1.173,0.087,1.15,1.11,1.631,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2302,566260.3,,NA,NA,#N/A,#N/A,,#N/A,2198.97,2198.97,NA,NA,NA,#N/A,NA,NA,NA,NA,NA,NA,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.55,1.59,1,NA,71.4,7930818,1000000,10101.95,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.47,567846.6,6.28,10.5,850.8,4.593,6.292,28.693,15.611,1.881,5.497,1.173,0.087,1.15,1.11,1.636,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2299,567846.6,,71.7,71.6,59.72,59.14,,59.72,2205.13,2205.13,1530894,21400,71.9,71.6,71.7,71.6,71.9,71.2,21400,71.5,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.58,1.6,1,71.6,71.6,7930818,1000000,10040.72,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.39,567053.5,6.29,10.4,849.6,4.593,6.292,28.654,15.59,1.879,5.505,1.173,0.087,1.15,1.11,1.633,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2295,567053.5,,71.5,71.4,59.64,59.3,,59.47,2202.05,2202.05,569387,7953.9,71.6,71.5,71.5,71.4,71.8,71.4,7953.9,71.59,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.56,1.59,1,71.5,71.5,7930818,1000000,10087.42,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.22,565467.4,6.31,10.4,847.2,4.593,6.292,28.576,15.547,1.874,5.52,1.173,0.087,1.15,1.11,1.629,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.229,565467.4,,71.4,71.3,59.64,58.97,,59.64,2195.89,2195.89,531239,7438.2,71.8,71.3,71.4,71.3,71.8,71,7438.2,71.42,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.54,1.59,1,71.3,71.3,7930818,1000000,10152.53,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.39,567053.5,6.29,10.4,849.6,4.593,6.292,28.654,15.59,1.879,5.505,1.173,0.087,1.15,1.11,1.633,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2285,567053.5,,71.6,71.5,59.47,58.97,,58.97,2202.05,2202.05,567884,7961.1,71,71.5,71.6,71.5,71.6,71,7961.1,71.33,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.56,1.59,1,71.5,71.5,7930818,1000000,10226.84,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.55,568639.6,6.28,10.5,851.9,4.593,6.292,28.732,15.632,1.884,5.489,1.173,0.087,1.15,1.11,1.638,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.228,568639.6,,71.8,71.7,59.55,59.22,,59.39,2208.21,2208.21,629691,8807.5,71.5,71.7,71.8,71.7,71.7,71.3,8807.5,71.49,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.59,1.6,1,71.7,71.7,7930818,1000000,10206.18,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.72,570225.8,6.26,10.5,854.3,4.593,6.292,28.81,15.675,1.889,5.474,1.173,0.087,1.15,1.11,1.642,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2276,570225.8,,72,71.9,60.05,59.47,,59.55,2214.37,2214.37,708512,9844.8,71.7,71.9,72,71.9,72.3,71.6,9844.8,71.97,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.62,1.6,1,71.9,71.9,7930818,1000000,10209.99,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.8,571018.9,6.25,10.5,855.5,4.593,6.292,28.849,15.696,1.892,5.466,1.173,0.087,1.15,1.11,1.645,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2273,571018.9,,72.1,72,59.97,59.55,,59.72,2217.45,2217.45,552940,7670.5,71.9,72,72.1,72,72.2,71.7,7670.5,72.09,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.63,1.61,1,72,72,7930818,1000000,10225.78,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.8,571018.9,6.25,10.5,855.5,4.593,6.292,28.849,15.696,1.892,5.466,1.173,0.087,1.15,1.11,1.645,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2269,571018.9,,72,71.9,59.97,59.72,,59.8,2217.45,2217.45,984096,13667.6,72,72,72,71.9,72.2,71.9,13667.6,72,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.63,1.61,1,72,72,7930818,1000000,10199.65,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.22,565467.4,6.31,10.4,847.2,4.593,6.292,28.576,15.547,1.874,5.52,1.173,0.087,1.15,1.11,1.629,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2266,565467.4,,71.4,71.3,60.13,59.22,,59.72,2195.89,2195.89,511048,7101.8,71.9,71.3,71.4,71.3,72.4,71.3,7101.8,71.96,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.54,1.59,1,71.3,71.3,7930818,1000000,10109.96,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
59.97,572605.1,6.23,10.5,857.9,4.593,6.292,28.928,15.738,1.897,5.451,1.173,0.087,1.15,1.11,1.649,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2265,572605.1,,72.2,72.1,59.97,59.39,,59.72,2223.61,2223.61,261854,3635.7,71.9,72.2,72.2,72.1,72.2,71.5,3635.7,72.02,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.66,1.61,1,72.2,72.2,7930818,1000000,10128.15,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
60.05,573398.1,6.22,10.6,859.1,4.593,6.292,28.967,15.76,1.899,5.444,1.173,0.087,1.15,1.11,1.652,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,573398.1,,72.3,72.2,60.13,59.47,,60.13,2226.69,2226.69,388384,5381.7,72.4,72.3,72.3,72.2,72.4,71.6,5381.7,72.14,43.78,500302100,35200080,42552500,10.14,309586200,1000,NA,NA,NA,NA,9.67,1.61,1,72.3,72.3,7930818,1000000,10072.46,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.43,4.52
60.05,573398.1,6.22,10.6,859.1,4.425,6.233,29.11,15.762,1.909,5.194,1.127,0.084,1.16,1.13,1.645,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,573398.1,,72.4,72.3,60.05,59.55,,60.05,2226.69,2226.69,242960,3369.5,72.3,72.3,72.4,72.3,72.3,71.7,3369.5,72.1,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.67,1.61,1,72.3,72.3,7930818,1000000,10088.35,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
59.8,571018.9,6.25,10.5,855.5,4.425,6.233,28.992,15.699,1.901,5.215,1.127,0.084,1.16,1.13,1.638,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,571018.9,,72.1,72,60.05,59.64,,60.05,2217.45,2217.45,512801,7116.7,72.3,72,72.1,72,72.3,71.8,7116.7,72.06,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.63,1.61,1,72,72,7930818,1000000,10156.73,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
60.05,573398.1,6.22,10.6,859.1,4.425,6.233,29.11,15.762,1.909,5.194,1.127,0.084,1.16,1.13,1.645,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,573398.1,,72.3,72.2,60.05,59.64,,59.8,2226.69,2226.69,364494,5054.7,72,72.3,72.3,72.2,72.3,71.8,5054.7,72.11,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.67,1.61,1,72.3,72.3,7930818,1000000,10250.6,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
59.97,572605.1,6.23,10.5,857.9,4.425,6.233,29.071,15.741,1.906,5.201,1.127,0.084,1.16,1.13,1.643,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,572605.1,,72.3,72.2,60.22,59.97,,60.13,2223.61,2223.61,249107,3446.4,72.4,72.2,72.3,72.2,72.5,72.2,3446.4,72.28,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.66,1.61,1,72.2,72.2,7930818,1000000,10324.46,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
60.22,574984.3,6.21,10.6,861.4,4.425,6.233,29.188,15.805,1.914,5.179,1.127,0.084,1.16,1.13,1.65,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,574984.3,,72.6,72.5,60.38,59.55,,59.8,2232.85,2232.85,718221,9947.9,72,72.5,72.6,72.5,72.7,71.7,9947.9,72.2,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.7,1.62,1,72.5,72.5,7930818,1000000,10349.72,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
60.22,574984.3,6.21,10.6,861.4,4.425,6.233,29.188,15.805,1.914,5.179,1.127,0.084,1.16,1.13,1.65,1,NA,NA,NA,4.5,NA,NA,NA,NA,6.85,,0.2264,574984.3,,72.5,72.4,60.38,60.05,,60.22,2232.85,2232.85,537883,7421.6,72.5,72.5,72.5,72.4,72.7,72.3,7421.6,72.48,43.95,501626400,35573940,43016900,10.14,308081700,1000,NA,NA,NA,NA,9.7,1.62,1,72.5,72.5,7930818,1000000,10399.06,68,,2737790,40731138,212066791,40731138,93351499,72637103,,37843224,79681194,132385597,58526271,96369495,4873379,,79308216,0,425746030,59294400,41140545,1999718,,35667630,35667630,0,-45707512,-13107426,306139952,,19141352,16461497,193144,0,29816836,1712782,,,32727462,95245,1023,62776174,8801398,,54521016,0,40447190,64403256,80864753,54521016,,,4.47,4.53
