PRICE,MARKET VALUE,DIVIDEND YIELD,PER,PRICE INDEX,12M FWD DIVIDEND YIELD (%),12 MONTH FORWARD EARN. YIELD,CURRENT EV / 12M FWD EBIT,CURRENT EV / 12M FWD EBITDA,CURRENT EV / 12M FWD SALES,12M FWD FREE CASH FLOW YLD (%),12M FWD NET DEBT / EBITDA,12M FWD NET DEBT / EV,12M FWD PE vs MARKET,12M FWD PE vs SECTOR,12M FWD PRICE/BOOK,ADJUSTMENTFACTOR,ADJUST COEFFICIENT,DIV PAY DATE,EX-DIVID DATE,DIV.PER SHR.,DIV RATE UNADJUST,DIVIDEND TAX IND,DIVIDEND TYPE,DIV RATE UNADJUST,EARNINGS PER SHR,#ERROR,HISTORICAL VOLATILITY 5 YEARS,MARKET VAL BY CO.,#ERROR,ASK PRICE,BID PRICE,PRICE HIGH,PRICE LOW,#ERROR,OPENING PRICE,RETURN IND AS PAID,TOT RETURN IND,TURNOVER BY VALUE,TURNOVER BY VOLUME,UNADJ. PRICE OPEN,UNADJUSTED PRICE,UNADJ. ASK PRICE,UNADJ. BID PRICE,UNADJ. PRICE HIGH,UNADJ. PRICE LOW,UNADJ. VOLUME,VOL WGHTD AV PRICE,BK VAL PS 12M FWD,EV 12M FWD,NET INCOME 12M FWD,PRETAX PRF 12M FWD,ROE 12M FWD,SALES 12M FWD,TURNOVER BY VOLUME,#ERROR,#ERROR,PRICE/EBG2 RATIO,PRICE/EBG1 RATIO,P/CSH FLOW RATIO,PRICE TO BOOK VAL,, (#S), (#T),NUMBER OF SHARES,MARKET VALUE,PRICE INDEX,FREE FLOAT NOSH,#ERROR,TOTAL INTANGIBLE OT ASSETS-NET,TOTAL INVENTORIES,CURRENT ASSETSTOTAL,TOTAL INVENTORIES,CASH & SHORT TERM INVESTMENTS,PLASTICRECEIVABLES(NET),#ERROR,PLASTICSHORT TERM DEBT & CURRENT PORT,PLASTICCURRENT LIABILITIES-TOTAL,PLASTICWORKING CAPITAL,PLASTICLONG TERM DEBT,PLASTICTOTAL DEBT,PLASTICDEFERRED TAXES,#ERROR,PLASTICCOMMON STOCK,PLASTICPREFERRED STOCK,PLASTICTOTAL CAPITAL,PLASTICFUNDS FROM OPERATIONS,PLASTICNET CASH FLOW-OPERATING ACTIVS,PLASTICAMORTIZATION-INTANGIBLE ASSETS,#ERROR,PLASTICCOMMON DIVIDENDS (CASH),PLASTICCASH DIVIDENDS PAIDTOTAL,PLASTICNET PROCEEDS FROM SALE/ISSUE C,PLASTICNET CASH FLOWFINANCING,PLASTICINCREASE/DECREASE IN CASH/SHOR,PLASTICNET SALES OR REVENUES,#ERROR,"PLASTICSELLING, GENERAL & ADMINISTRAT",PLASTICDEPRECIATION/DEPLETION/AMORT,PLASTICAMORTIZATION OF INTANGIBLES,PLASTICAMORTIZATION OF DEFERRED CHARG,PLASTICOPERATING INCOME,PLASTICINTEREST EXPENSE ON DEBT,#ERROR,#ERROR,PLASTICSALARIES & BENEFITS EXPENSES,PLASTICEXTRAORDINARY CREDITPRETAX,PLASTICEXTRAORDINARY CHARGEPRETAX,PLASTICPRETAX INCOME,PLASTICINCOME TAXES,#ERROR,PLASTICNET INC BEFORE EXTRA/PFD DIVS,PLASTICPREFERRED DIVIDEND REQUIREMENT,PLASTICDIVIDENDS PROVIDED/PAID-COMMON,PLASTICEARNINGS BEF INTEREST & TAXES,PLASTICEBIT & DEPRECIATION,PLASTICNET INCOMEBASIC,#ERROR,PLASTICEMPLOYEES,PLASTICFY1 EPS MEAN EST,PLASTICFY2 EPS MEAN EST
33.03,406748.9,3.67,14.1,609.4,6.014,8.191,16.733,11.562,2.165,NA,1.604,0.128,0.97,0.95,1.53,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3034,406748.9,,51.29,51.19,51.49,50.5,,50.59,1230.44,1230.44,223129,4378.3,51.1,51.8,51.8,51.7,52,51,4335,50.95,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.42,1.44,1,51.29,51.29,7852298,1000000,7439.96,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
34.24,421668.3,3.54,14.6,631.7,6.014,8.191,17.292,11.948,2.237,NA,1.604,0.128,0.97,0.95,1.586,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3034,421668.3,,53.27,53.17,53.66,50.79,,50.99,1275.58,1275.58,870844,16507.4,51.5,53.7,53.8,53.7,54.2,51.3,16344,52.75,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.66,1.49,1,53.17,53.17,7852298,1000000,7548.48,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
35.07,431876.4,3.45,15,647,6.014,8.191,17.675,12.213,2.287,NA,1.604,0.128,0.97,0.95,1.625,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3035,431876.4,,54.46,54.26,54.65,53.27,,53.66,1306.46,1306.46,897078,16595.3,54.2,55,55,54.8,55.2,53.8,16431,54.05,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.82,1.53,1,54.46,54.46,7852298,1000000,7534.46,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
35.07,431876.4,3.45,15,647,6.014,8.191,17.675,12.213,2.287,NA,1.604,0.128,0.97,0.95,1.625,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3036,431876.4,,54.46,54.36,55.05,53.86,,54.95,1306.46,1306.46,426477,7823.5,55.5,55,55,54.9,55.6,54.4,7746,54.51,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.82,1.53,1,54.46,54.46,7852298,1000000,7608.85,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
35.9,442084.3,3.37,15.3,662.3,6.014,8.191,18.058,12.478,2.336,NA,1.604,0.128,0.97,0.95,1.663,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,442084.3,,55.74,55.64,55.74,54.16,,54.85,1337.34,1337.34,1147844,20720.1,55.4,56.3,56.3,56.2,56.3,54.7,20515,55.39,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.98,1.56,1,55.74,55.74,7852298,1000000,7647.25,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
35.71,439728.7,3.39,15.2,658.8,6.014,8.191,17.97,12.417,2.325,NA,1.604,0.128,0.97,0.95,1.654,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,439728.7,,55.54,55.45,56.83,55.05,,56.04,1330.21,1330.21,1311582,23407.8,56.6,56,56.1,56,57.4,55.6,23176,56.04,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.95,1.55,1,55.45,55.45,7852298,1000000,7639.55,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
35.98,427950.2,3.49,14.8,641.2,6.014,8.191,17.528,12.111,2.268,NA,1.604,0.128,0.97,0.95,1.61,0.9901,NA,NA,NA,1.88,NA,NA,NA,1.9,3.64,,0.3038,427950.2,,54.06,53.96,54.06,53.56,,53.96,1339.71,1339.71,569484,10579.7,54.5,54.5,54.6,54.5,54.6,54.1,10475,53.83,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,6.76,1.51,1,53.96,53.96,7852298,1000000,7597.42,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
37.3,443654.8,3.36,15.4,664.7,6.014,8.191,18.117,12.518,2.344,NA,1.604,0.128,0.97,0.95,1.669,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,443654.8,,56.04,55.94,55.94,54.65,,54.65,1388.88,1388.88,981194,17642.7,55.2,56.5,56.6,56.5,56.5,55.2,17468,55.61,33.51,484442400,33765120,35995230,13.02,206043800,1000,,,NA,NA,7.01,1.57,1,55.94,55.94,7852298,1000000,7714.51,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.13,4.71
38.29,455433.3,3.28,15.8,682.3,6.255,8.417,18.475,9.672,2.386,NA,0.983,0.101,0.95,0.94,1.645,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3039,455433.3,,57.52,57.43,58.02,55.35,,55.94,1425.75,1425.75,1209269,21092.8,56.5,58,58.1,58,58.6,55.9,20884,57.32,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.19,1.61,1,57.43,57.43,7852298,1000000,7704.52,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.75,460929.8,3.24,16,690.6,6.255,8.417,18.68,9.779,2.413,NA,0.983,0.101,0.95,0.94,1.665,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3039,460929.8,,58.12,58.02,58.61,56.93,,57.43,1442.96,1442.96,1702360,29431.4,58,58.7,58.7,58.6,59.2,57.5,29140,57.83,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.28,1.63,1,58.12,58.12,7852298,1000000,7664.57,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
37.89,450721.8,3.31,15.6,675.3,6.255,8.417,18.299,9.579,2.364,NA,0.983,0.101,0.95,0.94,1.628,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3039,450721.8,,56.93,56.83,58.02,56.73,,57.43,1411,1411,692619,12102.8,58,57.4,57.5,57.4,58.6,57.3,11983,57.22,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.12,1.59,1,56.83,56.83,7852298,1000000,7649.83,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.02,452292.3,3.3,15.7,677.6,6.255,8.417,18.358,9.61,2.371,NA,0.983,0.101,0.95,0.94,1.633,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,452292.3,,57.13,57.03,57.43,56.34,,57.13,1415.92,1415.92,391337,6876.1,57.7,57.6,57.7,57.6,58,56.9,6808,56.91,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.14,1.6,1,57.03,57.03,7852298,1000000,7712.03,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.09,453077.6,3.29,15.7,678.8,6.255,8.417,18.387,9.625,2.375,NA,0.983,0.101,0.95,0.94,1.636,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,453077.6,,57.13,56.93,57.52,56.53,,57.43,1418.37,1418.37,470188,8243.6,58,57.7,57.7,57.5,58.1,57.1,8162,57.03,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.16,1.6,1,57.13,57.13,7852298,1000000,7701.29,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
37.63,447580.9,3.33,15.5,670.6,6.255,8.417,18.182,9.518,2.348,NA,0.983,0.101,0.95,0.94,1.616,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,447580.9,,56.53,56.44,57.82,56.44,,57.03,1401.17,1401.17,490286,8576.9,57.6,57,57.1,57,58.4,57,8492,57.16,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.07,1.58,1,56.44,56.44,7852298,1000000,7666.34,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.15,453862.7,3.29,15.7,680,6.255,8.417,18.416,9.641,2.379,NA,0.983,0.101,0.95,0.94,1.639,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,453862.7,,57.33,57.23,57.92,57.13,,57.43,1420.83,1420.83,531443,9229.4,58,57.8,57.9,57.8,58.5,57.7,9138,57.58,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.17,1.6,1,57.23,57.23,7852298,1000000,7761.22,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.09,453077.6,3.29,15.7,678.8,6.255,8.417,18.387,9.625,2.375,NA,0.983,0.101,0.95,0.94,1.636,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,453077.6,,57.13,57.03,57.13,56.34,,56.53,1418.37,1418.37,314392,5540.9,57.1,57.7,57.7,57.6,57.7,56.9,5486,56.74,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.16,1.6,1,57.13,57.13,7852298,1000000,7787.45,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
36.17,430305.8,3.47,14.9,644.7,6.255,8.417,17.536,9.18,2.265,NA,0.983,0.101,0.95,0.94,1.554,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,430305.8,,54.36,54.26,56.73,54.16,,56.73,1347.09,1347.09,830418,15153,57.3,54.8,54.9,54.8,57.3,54.7,15003,54.82,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,6.8,1.52,1,54.26,54.26,7852298,1000000,7748.01,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
36.77,437372.9,3.41,15.1,655.3,6.255,8.417,17.8,9.318,2.299,NA,0.983,0.101,0.95,0.94,1.579,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3036,437372.9,,55.15,54.95,55.15,54.26,,54.26,1369.21,1369.21,465995,8498.1,54.8,55.7,55.7,55.5,55.7,54.8,8414,54.83,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,6.91,1.55,1,55.15,55.15,7852298,1000000,7784.81,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
37.69,448366.1,3.33,15.5,671.7,6.255,8.417,18.211,9.533,2.352,NA,0.983,0.101,0.95,0.94,1.619,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3036,448366.1,,56.53,56.44,56.63,54.75,,55.64,1403.63,1403.63,569583,10226.2,56.2,57.1,57.1,57,57.2,55.3,10125,55.69,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.08,1.58,1,56.53,56.53,7852298,1000000,7798.99,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
37.23,442869.5,3.37,15.3,663.5,6.255,8.417,18.006,9.426,2.326,NA,0.983,0.101,0.95,0.94,1.599,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,442869.5,,55.94,55.84,56.24,55.45,,56.24,1386.42,1386.42,482615,8664.8,56.8,56.4,56.5,56.4,56.8,56,8579,55.7,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,6.99,1.56,1,55.84,55.84,7852298,1000000,7760.63,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
37.89,450721.8,3.31,15.6,675.3,6.255,8.417,18.299,9.579,2.364,NA,0.983,0.101,0.95,0.94,1.628,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,450721.8,,56.93,56.83,56.83,55.54,,55.54,1411,1411,752168,13341.1,56.1,57.4,57.5,57.4,57.4,56.1,13209,56.38,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.12,1.59,1,56.83,56.83,7852298,1000000,7911.68,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.22,454648,3.28,15.7,681.2,6.255,8.417,18.446,9.656,2.382,NA,0.983,0.101,0.95,0.94,1.642,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3037,454648,,57.43,57.33,57.33,56.44,,57.33,1423.29,1423.29,660098,11572.6,57.9,57.9,58,57.9,57.9,57,11458,57.04,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.18,1.61,1,57.33,57.33,7852298,1000000,7957.53,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.62,459359.4,3.25,15.9,688.2,6.255,8.417,18.622,9.748,2.405,NA,0.983,0.101,0.95,0.94,1.659,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,459359.4,,57.92,57.72,57.92,56.93,,57.62,1438.04,1438.04,638196,11092.8,58.2,58.5,58.5,58.3,58.5,57.5,10983,57.53,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.26,1.62,1,57.92,57.92,7852298,1000000,7972.66,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.29,455433.3,3.28,15.8,682.3,6.255,8.417,18.475,9.672,2.386,NA,0.983,0.101,0.95,0.94,1.645,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3038,455433.3,,57.52,57.43,57.92,57.13,,57.92,1425.75,1425.75,401223,6982.1,58.5,58,58.1,58,58.5,57.7,6913,57.47,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.19,1.61,1,57.43,57.43,7852298,1000000,7936.85,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
38.88,462500.3,3.23,16,692.9,6.255,8.417,18.739,9.81,2.42,NA,0.983,0.101,0.95,0.94,1.67,0.9901,NA,8/6/2010,7/13/2010,1.88,1.9,   G, YR ,NA,3.64,,0.3039,462500.3,,58.42,58.32,58.32,57.23,,57.43,1447.87,1447.87,573841,9951.5,58,58.9,59,58.9,58.9,57.8,9853,57.91,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.3,1.63,1,58.32,58.32,7852298,1000000,7963.3,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
39.54,470352.6,3.17,16.3,704.7,6.255,8.417,19.032,9.963,2.458,NA,0.983,0.101,0.95,0.94,1.699,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3039,470352.6,,59.41,59.31,59.41,57.82,,57.82,1472.45,1472.45,675160,11423.1,58.4,59.9,60,59.9,60,58.4,11310,59.1,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.43,1.66,1,59.31,59.31,7852298,1000000,8034.49,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
39.34,467996.9,3.19,16.2,701.2,6.255,8.417,18.944,9.917,2.447,NA,0.983,0.101,0.95,0.94,1.69,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3039,467996.9,,59.01,58.71,59.31,58.22,,59.31,1465.08,1465.08,616816,10590.8,59.9,59.6,59.6,59.3,59.9,58.8,10486,58.63,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.39,1.65,1,59.01,59.01,7852298,1000000,7976.74,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
39.67,471923,3.16,16.3,707,6.255,8.417,19.091,9.994,2.466,NA,0.983,0.101,0.95,0.94,1.704,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3041,471923,,59.5,59.41,59.6,58.22,,58.71,1477.37,1477.37,1003815,17031.6,59.3,60.1,60.1,60,60.2,58.8,16863,58.94,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.45,1.67,1,59.5,59.5,7852298,1000000,7895.03,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
39.08,464856,3.21,16.1,696.4,6.255,8.417,18.827,9.856,2.432,NA,0.983,0.101,0.95,0.94,1.679,0.9901,NA,NA,NA,1.88,NA,NA,NA,NA,3.64,,0.3041,464856,,58.71,58.61,59.21,58.51,,58.91,1455.25,1455.25,853328,15025.8,59.5,59.2,59.3,59.2,59.8,59.1,14877,58.92,34.92,500160500,34978700,37173650,13.03,207306300,1000,,,NA,NA,7.34,1.64,1,58.61,58.61,7852298,1000000,7829.79,66,,581585,39126130,199763971,39126130,82063176,74551503,,13738127,50599442,149164529,95599874,109338001,1643963,,78522986,0,390661573,63314880,56792373,1477060,,15273637,15273637,0,-19718812,20141973,337785223,,17118779,16512705,1477060,NA,39569045,1957313,,,25816566,28503,75754,50161168,8443464,,40973797,0,36904944,51996544,68509249,40973797,,33710,4.18,4.8
